crop_name,grade,quantity_kg,month,region,base_price,perishability,demand_index,fair_price_kg,listing_price_kg,is_sold,days_to_sell
Tomato,B,2975.1,4,"Nashik, Maharashtra",24.0,0.85,1.1,23.34,22.03,1,3
Cotton,A,3974.3,9,"Anand, Gujarat",70.0,0.05,1.02,86.4,93.4,0,25
Sugarcane,C,1242.0,4,"Ludhiana, Punjab",4.5,0.4,0.97,3.68,4.1,0,25
Rice,B,290.8,5,"Pune, Maharashtra",48.0,0.05,1.37,61.97,68.19,0,25
Brinjal,C,3890.5,1,"Indore, Madhya Pradesh",22.0,0.75,1.37,16.37,18.31,0,25
Sugarcane,C,1694.5,12,"Ludhiana, Punjab",4.5,0.4,0.97,2.9,3.01,1,8
Wheat,C,3663.2,8,"Anand, Gujarat",30.0,0.05,1.18,27.77,34.35,0,25
Cauliflower,C,1009.3,7,"Anand, Gujarat",26.0,0.8,1.0,19.1,22.71,0,25
Onion,C,1110.4,1,"Bengaluru, Karnataka",28.0,0.3,1.24,18.73,20.44,0,25
Cotton,A,2911.0,10,"Bengaluru, Karnataka",70.0,0.05,1.18,63.34,62.27,1,7
Tomato,A,513.4,12,"Bengaluru, Karnataka",24.0,0.85,1.4,29.55,30.78,1,4
Cabbage,C,3664.7,7,"Bengaluru, Karnataka",18.0,0.6,1.18,17.61,18.73,0,25
Green Chilli,B,2075.6,6,"Pune, Maharashtra",55.0,0.7,1.15,42.85,38.11,1,6
Carrot,B,1286.0,6,"Bengaluru, Karnataka",34.0,0.5,0.92,41.36,35.42,1,4
Cabbage,C,652.0,5,"Guntur, Andhra Pradesh",18.0,0.6,1.06,14.04,14.07,1,7
Carrot,C,3065.3,5,"Ludhiana, Punjab",34.0,0.5,1.14,27.84,28.8,1,7
Green Chilli,A,2208.9,12,"Anand, Gujarat",55.0,0.7,0.99,50.53,60.93,0,25
Soybean,A,3783.5,2,"Nashik, Maharashtra",46.0,0.1,1.23,54.24,64.38,0,25
Rice,A,913.9,1,"Anand, Gujarat",48.0,0.05,1.13,56.0,48.95,1,4
Maize,C,1977.0,11,"Indore, Madhya Pradesh",23.0,0.1,0.9,18.3,19.43,0,25
Wheat,C,2033.8,1,"Pune, Maharashtra",30.0,0.05,1.25,28.36,28.99,1,8
Potato,A,638.1,9,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.0,22.2,21.24,1,4
Green Chilli,B,1010.7,10,"Indore, Madhya Pradesh",55.0,0.7,1.25,55.72,54.05,1,7
Onion,C,1650.8,2,"Nashik, Maharashtra",28.0,0.3,1.09,16.71,18.9,0,25
Onion,B,3148.3,11,"Guntur, Andhra Pradesh",28.0,0.3,1.18,29.18,34.82,0,25
Onion,C,885.1,4,"Nashik, Maharashtra",28.0,0.3,1.33,28.65,24.89,1,2
Maize,B,3718.6,3,"Nashik, Maharashtra",23.0,0.1,1.06,21.51,26.56,0,25
Cabbage,A,1232.1,2,"Guntur, Andhra Pradesh",18.0,0.6,1.18,14.75,16.53,0,25
Cauliflower,B,602.8,12,"Guntur, Andhra Pradesh",26.0,0.8,1.39,21.73,24.76,0,25
Cauliflower,C,435.9,1,"Ludhiana, Punjab",26.0,0.8,1.02,21.05,23.06,0,25
Cabbage,B,2554.8,1,"Ludhiana, Punjab",18.0,0.6,1.29,16.13,16.62,1,4
Cauliflower,B,2734.8,3,"Guntur, Andhra Pradesh",26.0,0.8,1.23,30.82,36.04,0,25
Groundnut,A,659.2,5,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.26,103.37,114.08,0,25
Groundnut,B,470.9,6,"Ludhiana, Punjab",72.0,0.1,0.9,69.55,66.62,1,3
Potato,B,2241.2,9,"Indore, Madhya Pradesh",20.0,0.2,1.1,21.03,18.1,1,3
Onion,C,98.7,7,"Ludhiana, Punjab",28.0,0.3,1.11,25.84,27.75,0,25
Rice,C,1553.9,11,"Anand, Gujarat",48.0,0.05,0.97,31.0,30.08,1,5
Onion,A,1713.4,5,"Guntur, Andhra Pradesh",28.0,0.3,1.14,36.0,34.15,1,5
Cabbage,C,472.5,8,"Bengaluru, Karnataka",18.0,0.6,1.05,18.5,22.75,0,25
Green Chilli,C,1788.9,6,"Guntur, Andhra Pradesh",55.0,0.7,1.12,42.57,46.31,0,25
Wheat,B,1291.0,8,"Bengaluru, Karnataka",30.0,0.05,1.38,34.75,43.0,0,25
Wheat,C,3138.8,10,"Indore, Madhya Pradesh",30.0,0.05,1.06,24.03,23.93,1,8
Rice,C,3082.1,11,"Anand, Gujarat",48.0,0.05,0.91,34.74,39.63,0,25
Groundnut,A,3333.6,5,"Indore, Madhya Pradesh",72.0,0.1,0.93,82.32,92.13,0,25
Potato,C,1048.1,4,"Pune, Maharashtra",20.0,0.2,0.98,16.19,16.5,1,4
Carrot,C,1633.2,10,"Indore, Madhya Pradesh",34.0,0.5,1.15,32.83,35.04,0,25
Sugarcane,B,3087.4,2,"Koyambedu, Chennai, Tamil Nadu",4.5,0.4,1.23,3.97,3.94,1,6
Tomato,C,3864.6,6,"Guntur, Andhra Pradesh",24.0,0.85,1.12,22.68,23.91,0,25
Cauliflower,C,1527.8,8,"Bengaluru, Karnataka",26.0,0.8,1.13,25.82,28.97,0,25
Groundnut,C,3990.9,6,"Anand, Gujarat",72.0,0.1,1.14,59.58,52.69,1,5
Groundnut,A,1405.1,5,"Ludhiana, Punjab",72.0,0.1,1.29,101.45,107.38,0,25
Green Chilli,B,2901.9,8,"Koyambedu, Chennai, Tamil Nadu",55.0,0.7,1.13,50.61,57.41,0,25
Tomato,B,3210.2,11,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.36,22.87,26.21,0,25
Cauliflower,A,2261.4,6,"Anand, Gujarat",26.0,0.8,1.38,33.28,30.74,1,5
Brinjal,B,2475.7,12,"Nashik, Maharashtra",22.0,0.75,1.0,23.67,25.73,0,25
Brinjal,A,1149.5,4,"Bengaluru, Karnataka",22.0,0.75,1.25,31.65,37.02,0,25
Cauliflower,A,828.4,6,"Ludhiana, Punjab",26.0,0.8,0.96,25.29,28.28,0,25
Carrot,C,1585.1,10,"Ludhiana, Punjab",34.0,0.5,1.1,31.12,32.15,1,3
Soybean,C,2381.2,10,"Pune, Maharashtra",46.0,0.1,1.24,36.43,35.53,1,3
Onion,A,608.4,12,"Ludhiana, Punjab",28.0,0.3,1.09,29.36,29.92,1,5
Cauliflower,C,709.1,9,"Anand, Gujarat",26.0,0.8,1.04,21.16,19.57,1,6
Cabbage,A,1964.2,1,"Ludhiana, Punjab",18.0,0.6,1.0,14.93,16.59,0,25
Brinjal,C,2855.1,7,"Indore, Madhya Pradesh",22.0,0.75,1.12,19.81,18.16,1,5
Sugarcane,A,1135.7,1,"Pune, Maharashtra",4.5,0.4,1.17,4.82,5.53,0,25
Sugarcane,B,501.1,10,"Koyambedu, Chennai, Tamil Nadu",4.5,0.4,1.29,5.62,6.63,0,25
Green Chilli,C,1793.4,12,"Nashik, Maharashtra",55.0,0.7,1.01,38.09,42.34,0,25
Rice,B,1088.1,8,"Nashik, Maharashtra",48.0,0.05,1.33,54.45,48.18,1,6
Onion,A,2372.3,12,"Bengaluru, Karnataka",28.0,0.3,1.08,34.81,31.9,1,2
Rice,A,1435.7,10,"Nashik, Maharashtra",48.0,0.05,1.04,42.4,45.18,0,25
Green Chilli,C,2312.3,5,"Pune, Maharashtra",55.0,0.7,1.38,39.09,45.97,0,25
Potato,B,3474.8,5,"Nashik, Maharashtra",20.0,0.2,0.96,18.81,22.5,0,25
Rice,A,3057.8,4,"Ludhiana, Punjab",48.0,0.05,1.24,52.17,49.95,1,4
Carrot,A,2086.7,7,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,1.04,42.94,52.58,0,25
Green Chilli,B,2348.7,6,"Indore, Madhya Pradesh",55.0,0.7,1.33,48.03,59.5,0,25
Soybean,C,3192.9,2,"Ludhiana, Punjab",46.0,0.1,1.1,37.41,46.29,0,25
Cotton,A,1325.3,5,"Indore, Madhya Pradesh",70.0,0.05,1.04,76.95,91.65,0,25
Sugarcane,B,443.3,1,"Nashik, Maharashtra",4.5,0.4,1.29,4.01,4.15,1,3
Cotton,A,52.7,8,"Indore, Madhya Pradesh",70.0,0.05,1.38,92.4,83.42,1,5
Potato,B,1473.7,11,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,0.94,23.93,26.7,0,25
Soybean,A,2521.1,7,"Nashik, Maharashtra",46.0,0.1,1.26,55.09,48.84,1,2
Rice,B,2395.0,3,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,1.16,50.62,52.04,1,2
Green Chilli,A,572.1,12,"Guntur, Andhra Pradesh",55.0,0.7,0.94,54.72,48.75,1,3
Maize,B,3105.2,7,"Anand, Gujarat",23.0,0.1,1.28,25.8,23.3,1,6
Potato,A,2617.6,10,"Nashik, Maharashtra",20.0,0.2,1.12,22.64,20.61,1,4
Soybean,B,3591.5,2,"Bengaluru, Karnataka",46.0,0.1,0.97,45.41,40.84,1,5
Green Chilli,B,1028.8,3,"Ludhiana, Punjab",55.0,0.7,1.22,58.22,66.28,0,25
Wheat,C,3509.5,11,"Nashik, Maharashtra",30.0,0.05,1.0,26.25,28.69,0,25
Rice,C,2602.4,5,"Guntur, Andhra Pradesh",48.0,0.05,1.29,43.49,43.68,1,3
Soybean,C,3560.5,9,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,0.91,38.59,38.38,1,4
Brinjal,C,2208.1,6,"Guntur, Andhra Pradesh",22.0,0.75,0.99,13.14,11.55,1,4
Tomato,B,3694.2,1,"Bengaluru, Karnataka",24.0,0.85,1.37,24.91,25.14,1,4
Groundnut,C,2822.2,7,"Guntur, Andhra Pradesh",72.0,0.1,0.94,53.43,51.35,1,4
Cauliflower,A,1340.7,9,"Anand, Gujarat",26.0,0.8,1.19,30.9,35.7,0,25
Soybean,C,2809.8,5,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.26,44.65,39.49,1,4
Carrot,C,2681.0,5,"Nashik, Maharashtra",34.0,0.5,1.23,28.95,26.64,1,2
Potato,C,2010.8,3,"Nashik, Maharashtra",20.0,0.2,1.07,12.0,11.44,1,4
Groundnut,B,1373.3,1,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.11,80.06,84.83,0,25
Wheat,C,1848.0,8,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.08,26.4,26.32,1,4
Onion,C,2976.1,4,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,0.9,24.5,29.24,0,25
Tomato,A,1487.7,8,"Nashik, Maharashtra",24.0,0.85,1.36,34.73,30.01,1,5
Groundnut,C,1321.1,4,"Guntur, Andhra Pradesh",72.0,0.1,1.11,74.09,84.32,0,25
Wheat,A,2033.1,2,"Ludhiana, Punjab",30.0,0.05,1.35,38.09,47.33,0,25
Brinjal,A,3105.4,5,"Indore, Madhya Pradesh",22.0,0.75,1.06,28.2,24.94,1,4
Green Chilli,A,3148.8,10,"Pune, Maharashtra",55.0,0.7,1.27,69.56,86.17,0,25
Sugarcane,A,75.2,3,"Bengaluru, Karnataka",4.5,0.4,1.11,5.24,4.94,1,4
Cotton,C,55.8,6,"Nashik, Maharashtra",70.0,0.05,1.23,69.74,62.18,1,4
Rice,B,3891.6,1,"Indore, Madhya Pradesh",48.0,0.05,0.97,42.03,40.43,1,2
Rice,C,3587.5,12,"Guntur, Andhra Pradesh",48.0,0.05,1.13,33.41,35.15,0,25
Soybean,B,2292.9,10,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.12,38.16,47.15,0,25
Rice,B,3707.9,6,"Pune, Maharashtra",48.0,0.05,1.1,51.51,53.11,1,4
Rice,A,467.3,3,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,1.12,61.3,59.81,1,3
Green Chilli,A,1880.2,5,"Indore, Madhya Pradesh",55.0,0.7,1.33,79.17,76.93,1,6
Cabbage,A,635.9,6,"Bengaluru, Karnataka",18.0,0.6,1.26,27.81,34.41,0,25
Brinjal,C,1230.4,11,"Nashik, Maharashtra",22.0,0.75,1.31,18.41,21.94,0,25
Cauliflower,C,1875.1,2,"Bengaluru, Karnataka",26.0,0.8,1.3,33.46,30.31,1,2
Cotton,A,3303.5,4,"Anand, Gujarat",70.0,0.05,1.09,75.05,81.27,0,25
Wheat,A,831.1,2,"Nashik, Maharashtra",30.0,0.05,1.22,35.06,41.15,0,25
Onion,B,3772.0,1,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,0.93,26.1,29.75,0,25
Carrot,A,1735.3,11,"Guntur, Andhra Pradesh",34.0,0.5,1.08,38.32,46.49,0,25
Wheat,B,186.9,3,"Indore, Madhya Pradesh",30.0,0.05,1.21,26.03,26.42,1,5
Tomato,A,592.1,7,"Pune, Maharashtra",24.0,0.85,1.0,33.49,40.32,0,25
Cauliflower,A,3138.6,7,"Nashik, Maharashtra",26.0,0.8,1.08,25.5,30.98,0,25
Cauliflower,B,760.3,5,"Guntur, Andhra Pradesh",26.0,0.8,1.06,26.12,24.49,1,6
Sugarcane,B,2141.3,8,"Nashik, Maharashtra",4.5,0.4,1.28,5.26,4.68,1,5
Wheat,C,2324.0,4,"Nashik, Maharashtra",30.0,0.05,1.39,22.35,22.47,1,8
Cotton,A,2390.5,4,"Anand, Gujarat",70.0,0.05,1.3,81.84,70.49,1,5
Cabbage,C,3796.1,10,"Anand, Gujarat",18.0,0.6,1.32,12.86,15.1,0,25
Carrot,C,1987.2,3,"Pune, Maharashtra",34.0,0.5,0.95,30.19,32.02,0,25
Tomato,B,1396.0,3,"Bengaluru, Karnataka",24.0,0.85,0.99,29.66,34.73,0,25
Cotton,B,633.5,1,"Nashik, Maharashtra",70.0,0.05,1.25,63.32,67.15,0,25
Green Chilli,A,3770.6,12,"Ludhiana, Punjab",55.0,0.7,1.1,64.77,57.67,1,3
Potato,A,3844.6,11,"Guntur, Andhra Pradesh",20.0,0.2,1.22,25.78,29.06,0,25
Maize,C,2678.9,4,"Ludhiana, Punjab",23.0,0.1,1.31,23.11,23.14,1,6
Wheat,A,57.1,12,"Anand, Gujarat",30.0,0.05,1.25,35.36,40.96,0,25
Cabbage,A,1307.0,10,"Anand, Gujarat",18.0,0.6,1.3,20.87,22.84,0,25
Soybean,C,605.5,8,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.27,47.26,43.34,1,6
Onion,C,95.0,8,"Ludhiana, Punjab",28.0,0.3,1.0,31.96,36.03,0,25
Green Chilli,B,55.1,12,"Koyambedu, Chennai, Tamil Nadu",55.0,0.7,1.09,61.4,73.91,0,25
Carrot,B,1532.6,9,"Ludhiana, Punjab",34.0,0.5,1.31,27.69,32.27,0,25
Cabbage,C,1832.6,3,"Bengaluru, Karnataka",18.0,0.6,1.3,18.73,17.88,1,2
Green Chilli,A,2941.3,3,"Guntur, Andhra Pradesh",55.0,0.7,1.17,64.67,78.2,0,25
Onion,B,172.4,12,"Indore, Madhya Pradesh",28.0,0.3,1.37,34.57,31.56,1,2
Rice,A,2238.7,12,"Guntur, Andhra Pradesh",48.0,0.05,1.36,53.08,56.59,0,25
Soybean,B,428.9,4,"Pune, Maharashtra",46.0,0.1,1.1,48.01,41.86,1,2
Onion,B,433.1,4,"Indore, Madhya Pradesh",28.0,0.3,1.0,27.03,29.88,0,25
Onion,B,3150.3,5,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,1.14,32.65,36.14,0,25
Brinjal,A,1509.1,7,"Ludhiana, Punjab",22.0,0.75,1.12,24.55,23.45,1,4
Rice,B,3021.3,3,"Nashik, Maharashtra",48.0,0.05,1.23,50.87,54.26,0,25
Sugarcane,C,290.9,9,"Bengaluru, Karnataka",4.5,0.4,1.09,4.62,4.89,0,25
Cauliflower,C,3532.5,10,"Indore, Madhya Pradesh",26.0,0.8,1.14,26.52,30.12,0,25
Cauliflower,C,3799.6,2,"Anand, Gujarat",26.0,0.8,1.12,25.17,30.95,0,25
Potato,A,218.6,3,"Bengaluru, Karnataka",20.0,0.2,0.94,20.98,24.74,0,25
Potato,C,3647.7,6,"Pune, Maharashtra",20.0,0.2,1.36,18.11,15.88,1,3
Brinjal,C,2102.8,5,"Ludhiana, Punjab",22.0,0.75,1.36,22.97,24.92,0,25
Sugarcane,B,641.1,7,"Koyambedu, Chennai, Tamil Nadu",4.5,0.4,1.18,5.28,5.72,0,25
Onion,A,3476.5,5,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,1.34,39.13,43.51,0,25
Cabbage,C,730.2,1,"Indore, Madhya Pradesh",18.0,0.6,1.1,12.06,13.23,0,25
Soybean,C,1613.4,1,"Guntur, Andhra Pradesh",46.0,0.1,1.34,42.47,44.17,1,4
Green Chilli,A,1278.2,5,"Ludhiana, Punjab",55.0,0.7,1.32,65.48,78.14,0,25
Soybean,A,1236.9,3,"Bengaluru, Karnataka",46.0,0.1,1.27,64.47,73.59,0,25
Cabbage,C,1794.8,4,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,1.36,16.54,16.75,1,5
Cauliflower,B,3176.4,9,"Nashik, Maharashtra",26.0,0.8,0.93,23.88,27.75,0,25
Cauliflower,C,811.4,3,"Nashik, Maharashtra",26.0,0.8,1.32,21.41,25.37,0,25
Rice,A,3676.2,1,"Indore, Madhya Pradesh",48.0,0.05,1.25,54.6,57.44,0,25
Soybean,A,1521.2,4,"Nashik, Maharashtra",46.0,0.1,1.2,61.68,56.81,1,6
Cabbage,C,695.9,6,"Ludhiana, Punjab",18.0,0.6,1.35,16.78,16.18,1,4
Potato,C,2607.2,4,"Bengaluru, Karnataka",20.0,0.2,1.24,17.48,16.74,1,4
Tomato,C,3650.5,8,"Nashik, Maharashtra",24.0,0.85,1.22,20.45,19.45,1,6
Wheat,C,3587.2,7,"Pune, Maharashtra",30.0,0.05,1.33,28.17,29.12,1,4
Wheat,C,454.1,10,"Guntur, Andhra Pradesh",30.0,0.05,1.16,26.1,26.09,1,6
Cabbage,B,477.0,11,"Pune, Maharashtra",18.0,0.6,0.93,16.1,20.05,0,25
Soybean,B,2641.7,5,"Pune, Maharashtra",46.0,0.1,1.38,50.9,53.8,0,25
Rice,A,1312.4,11,"Guntur, Andhra Pradesh",48.0,0.05,0.97,44.14,37.97,1,4
Wheat,B,1583.7,7,"Guntur, Andhra Pradesh",30.0,0.05,0.92,29.16,27.0,1,5
Rice,C,1466.1,11,"Indore, Madhya Pradesh",48.0,0.05,1.05,30.93,28.39,1,5
Cauliflower,A,1909.6,2,"Pune, Maharashtra",26.0,0.8,1.27,32.79,39.84,0,25
Soybean,B,1453.4,4,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.27,49.72,48.37,1,6
Green Chilli,B,1211.5,10,"Pune, Maharashtra",55.0,0.7,1.33,48.02,52.03,0,25
Cabbage,A,2026.9,4,"Indore, Madhya Pradesh",18.0,0.6,1.33,22.47,22.53,1,4
Tomato,A,1403.5,4,"Anand, Gujarat",24.0,0.85,1.39,40.98,37.18,1,6
Potato,A,2542.6,6,"Indore, Madhya Pradesh",20.0,0.2,0.99,18.9,20.86,0,25
Tomato,B,3056.7,4,"Pune, Maharashtra",24.0,0.85,0.98,24.83,28.69,0,25
Onion,A,1746.2,11,"Guntur, Andhra Pradesh",28.0,0.3,1.11,29.02,30.21,1,2
Cauliflower,A,3573.4,1,"Ludhiana, Punjab",26.0,0.8,1.28,24.32,20.71,1,5
Rice,C,559.3,5,"Ludhiana, Punjab",48.0,0.05,1.09,42.17,45.77,0,25
Potato,A,3796.4,5,"Nashik, Maharashtra",20.0,0.2,1.13,20.82,21.31,1,6
Potato,B,3013.0,6,"Indore, Madhya Pradesh",20.0,0.2,0.98,18.57,22.52,0,25
Sugarcane,B,936.1,4,"Nashik, Maharashtra",4.5,0.4,1.39,5.02,5.28,0,25
Onion,B,3512.3,7,"Nashik, Maharashtra",28.0,0.3,1.03,27.81,29.59,0,25
Tomato,C,477.0,11,"Nashik, Maharashtra",24.0,0.85,1.32,19.63,20.17,1,3
Wheat,B,2796.0,4,"Anand, Gujarat",30.0,0.05,1.22,25.7,24.94,1,6
Soybean,C,2442.3,10,"Pune, Maharashtra",46.0,0.1,0.97,33.3,37.88,0,25
Onion,B,2016.1,2,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,1.2,24.72,28.7,0,25
Cotton,C,2828.6,6,"Bengaluru, Karnataka",70.0,0.05,1.05,71.22,66.45,1,7
Green Chilli,A,2703.0,1,"Nashik, Maharashtra",55.0,0.7,1.35,69.22,81.96,0,25
Soybean,B,3129.1,2,"Anand, Gujarat",46.0,0.1,0.94,43.64,48.34,0,25
Carrot,B,247.8,8,"Pune, Maharashtra",34.0,0.5,1.31,32.4,38.87,0,25
Cotton,B,1285.2,11,"Ludhiana, Punjab",70.0,0.05,1.27,66.93,58.12,1,5
Soybean,C,1462.2,6,"Anand, Gujarat",46.0,0.1,1.12,43.51,47.81,0,25
Maize,C,3269.1,6,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,0.99,18.0,17.26,1,4
Cotton,B,3550.2,11,"Guntur, Andhra Pradesh",70.0,0.05,0.98,61.49,55.53,1,5
Cotton,A,3649.3,7,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,1.14,81.45,89.15,0,25
Sugarcane,B,3525.8,11,"Nashik, Maharashtra",4.5,0.4,1.26,4.54,5.48,0,25
Carrot,B,1790.7,7,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,0.93,36.01,43.12,0,25
Cauliflower,C,3498.9,11,"Bengaluru, Karnataka",26.0,0.8,1.16,20.0,22.51,0,25
Cabbage,A,2920.3,11,"Guntur, Andhra Pradesh",18.0,0.6,1.14,19.37,17.62,1,6
Maize,C,2591.4,1,"Nashik, Maharashtra",23.0,0.1,0.98,17.55,20.88,0,25
Cotton,B,3018.1,2,"Anand, Gujarat",70.0,0.05,1.06,67.87,71.45,0,25
Cauliflower,C,3277.6,7,"Guntur, Andhra Pradesh",26.0,0.8,0.94,23.0,23.64,1,6
Onion,B,518.9,6,"Indore, Madhya Pradesh",28.0,0.3,1.15,28.28,28.7,1,6
Tomato,A,2271.2,9,"Pune, Maharashtra",24.0,0.85,1.23,28.82,29.76,1,4
Cotton,A,1361.3,8,"Bengaluru, Karnataka",70.0,0.05,1.28,87.9,87.49,1,5
Onion,C,1398.4,1,"Bengaluru, Karnataka",28.0,0.3,1.31,21.16,26.15,0,25
Wheat,C,470.0,12,"Ludhiana, Punjab",30.0,0.05,1.35,25.53,29.28,0,25
Brinjal,A,823.9,10,"Pune, Maharashtra",22.0,0.75,0.96,22.24,26.49,0,25
Rice,B,1384.8,12,"Bengaluru, Karnataka",48.0,0.05,1.28,50.44,56.44,0,25
Onion,B,2377.8,11,"Indore, Madhya Pradesh",28.0,0.3,1.15,29.11,35.97,0,25
Tomato,C,3744.5,9,"Nashik, Maharashtra",24.0,0.85,1.32,17.72,21.59,0,25
Potato,C,3270.2,12,"Anand, Gujarat",20.0,0.2,0.95,16.68,18.56,0,25
Cabbage,B,3919.0,7,"Guntur, Andhra Pradesh",18.0,0.6,1.36,19.23,23.76,0,25
Wheat,B,1680.3,3,"Anand, Gujarat",30.0,0.05,1.25,25.36,29.15,0,25
Wheat,C,2960.4,12,"Ludhiana, Punjab",30.0,0.05,1.18,25.63,29.11,0,25
Soybean,B,2617.8,12,"Anand, Gujarat",46.0,0.1,1.38,52.07,54.75,0,25
Groundnut,C,505.9,12,"Ludhiana, Punjab",72.0,0.1,1.08,46.91,52.39,0,25
Brinjal,C,3242.8,7,"Pune, Maharashtra",22.0,0.75,1.16,20.24,17.41,1,2
Soybean,A,3013.2,5,"Bengaluru, Karnataka",46.0,0.1,0.98,56.5,67.0,0,25
Groundnut,B,177.6,9,"Bengaluru, Karnataka",72.0,0.1,1.31,94.78,84.45,1,6
Groundnut,C,2606.1,12,"Bengaluru, Karnataka",72.0,0.1,1.09,48.89,55.17,0,25
Groundnut,C,1580.8,7,"Nashik, Maharashtra",72.0,0.1,1.38,66.34,82.28,0,25
Green Chilli,C,2987.5,1,"Nashik, Maharashtra",55.0,0.7,1.0,52.69,54.12,1,4
Soybean,C,2209.1,10,"Ludhiana, Punjab",46.0,0.1,1.2,29.71,34.48,0,25
Rice,B,3934.6,3,"Indore, Madhya Pradesh",48.0,0.05,0.94,48.18,43.25,1,2
Wheat,C,685.7,3,"Pune, Maharashtra",30.0,0.05,1.32,23.86,20.33,1,3
Maize,A,3718.1,3,"Nashik, Maharashtra",23.0,0.1,1.2,27.11,32.19,0,25
Wheat,B,3146.9,2,"Ludhiana, Punjab",30.0,0.05,1.06,27.04,25.36,1,3
Onion,C,2195.2,7,"Anand, Gujarat",28.0,0.3,1.1,21.23,23.68,0,25
Green Chilli,B,3803.7,4,"Pune, Maharashtra",55.0,0.7,1.21,71.77,74.64,1,6
Sugarcane,C,2692.3,2,"Nashik, Maharashtra",4.5,0.4,1.12,3.26,3.58,0,25
Tomato,C,3667.9,7,"Ludhiana, Punjab",24.0,0.85,1.37,18.95,19.03,1,5
Wheat,A,3221.1,9,"Ludhiana, Punjab",30.0,0.05,1.12,37.39,34.66,1,4
Onion,A,308.6,11,"Nashik, Maharashtra",28.0,0.3,1.24,37.38,43.34,0,25
Cotton,C,862.0,2,"Guntur, Andhra Pradesh",70.0,0.05,1.31,71.68,73.41,1,7
Onion,C,1863.9,1,"Anand, Gujarat",28.0,0.3,1.07,17.48,15.47,1,2
Sugarcane,B,3295.4,10,"Koyambedu, Chennai, Tamil Nadu",4.5,0.4,1.36,4.98,5.04,1,4
Brinjal,C,73.3,9,"Koyambedu, Chennai, Tamil Nadu",22.0,0.75,1.26,19.47,17.04,1,5
Tomato,C,3715.8,6,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,0.95,21.82,19.3,1,5
Carrot,B,171.7,11,"Guntur, Andhra Pradesh",34.0,0.5,0.98,32.68,30.65,1,6
Sugarcane,C,619.1,11,"Pune, Maharashtra",4.5,0.4,1.24,4.67,5.33,0,25
Green Chilli,A,215.0,2,"Anand, Gujarat",55.0,0.7,1.19,61.8,62.27,1,5
Onion,B,2978.7,12,"Bengaluru, Karnataka",28.0,0.3,1.26,34.21,40.73,0,25
Potato,A,2486.7,4,"Anand, Gujarat",20.0,0.2,1.03,26.76,23.97,1,5
Cabbage,A,2221.2,11,"Indore, Madhya Pradesh",18.0,0.6,1.05,21.01,23.96,0,25
Carrot,B,2701.6,3,"Ludhiana, Punjab",34.0,0.5,1.02,33.4,32.2,1,2
Rice,B,1347.0,8,"Indore, Madhya Pradesh",48.0,0.05,1.23,49.41,53.2,0,25
Sugarcane,B,69.1,3,"Guntur, Andhra Pradesh",4.5,0.4,1.02,3.77,3.54,1,6
Brinjal,B,2734.3,3,"Ludhiana, Punjab",22.0,0.75,1.07,19.19,22.26,0,25
Carrot,C,2599.9,3,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,0.94,30.69,29.53,1,6
Maize,C,2947.5,5,"Bengaluru, Karnataka",23.0,0.1,1.21,21.95,26.12,0,25
Soybean,A,890.4,10,"Guntur, Andhra Pradesh",46.0,0.1,0.92,37.9,36.17,1,7
Cauliflower,B,1600.4,6,"Anand, Gujarat",26.0,0.8,1.35,23.04,20.82,1,4
Onion,B,91.8,9,"Ludhiana, Punjab",28.0,0.3,1.02,25.47,31.47,0,25
Cabbage,C,604.5,9,"Anand, Gujarat",18.0,0.6,0.98,14.01,16.8,0,25
Potato,C,209.7,6,"Indore, Madhya Pradesh",20.0,0.2,1.28,17.66,16.65,1,3
Rice,A,3635.5,9,"Bengaluru, Karnataka",48.0,0.05,1.08,57.77,50.18,1,6
Green Chilli,A,1090.1,12,"Pune, Maharashtra",55.0,0.7,1.17,72.64,66.8,1,5
