distance_km,cargo_weight_kg,crop_name,perishability,vehicle_type,base_component,distance_component,weight_component,perishability_component,fair_freight
622.5,1988.0,Sugarcane,0.4,Mini Truck,300.0,10582.0,990.0,448.0,11939.0
39.2,3987.0,Sugarcane,0.4,Heavy Truck,300.0,862.0,125.0,28.0,1345.0
66.7,528.0,Onion,0.3,Pickup,300.0,934.0,28.0,36.0,1347.0
325.9,1594.0,Onion,0.3,Mini Truck,300.0,5540.0,416.0,176.0,6750.0
591.6,729.0,Brinjal,0.75,Pickup,300.0,8282.0,345.0,799.0,9346.0
191.1,4616.0,Cabbage,0.6,Heavy Truck,300.0,4204.0,706.0,206.0,5523.0
63.1,272.0,Cotton,0.05,Pickup,300.0,883.0,14.0,6.0,1188.0
585.3,1215.0,Maize,0.1,Mini Truck,300.0,9950.0,569.0,105.0,10525.0
349.0,5832.0,Brinjal,0.75,Heavy Truck,300.0,7678.0,1628.0,471.0,10448.0
602.5,2889.0,Cauliflower,0.8,Mini Truck,300.0,10242.0,1392.0,868.0,13442.0
488.7,599.0,Cabbage,0.6,Pickup,300.0,6842.0,234.0,528.0,8016.0
167.7,1096.0,Cotton,0.05,Pickup,300.0,2348.0,147.0,15.0,2892.0
175.0,6278.0,Maize,0.1,Heavy Truck,300.0,3850.0,879.0,32.0,5008.0
364.3,6228.0,Tomato,0.85,Heavy Truck,300.0,8015.0,1815.0,557.0,10461.0
136.4,3036.0,Groundnut,0.1,Mini Truck,300.0,2319.0,331.0,25.0,2984.0
640.0,764.0,Cotton,0.05,Pickup,300.0,8960.0,391.0,58.0,10141.0
388.7,1517.0,Cauliflower,0.8,Mini Truck,300.0,6608.0,472.0,560.0,7895.0
61.1,5532.0,Onion,0.3,Heavy Truck,300.0,1344.0,270.0,33.0,2020.0
575.6,5556.0,Onion,0.3,Heavy Truck,300.0,12663.0,2558.0,311.0,15489.0
96.5,4967.0,Cabbage,0.6,Heavy Truck,300.0,2123.0,383.0,104.0,2973.0
602.8,5737.0,Potato,0.2,Heavy Truck,300.0,13262.0,2767.0,217.0,16335.0
306.9,6085.0,Potato,0.2,Heavy Truck,300.0,6752.0,1494.0,110.0,9066.0
343.3,5641.0,Onion,0.3,Heavy Truck,300.0,7553.0,1549.0,185.0,9453.0
86.3,5899.0,Carrot,0.5,Heavy Truck,300.0,1899.0,407.0,78.0,2782.0
201.4,1043.0,Carrot,0.5,Pickup,300.0,2820.0,168.0,181.0,3622.0
58.1,6513.0,Rice,0.05,Heavy Truck,300.0,1278.0,303.0,5.0,1975.0
314.9,3620.0,Carrot,0.5,Heavy Truck,300.0,6928.0,912.0,283.0,8375.0
560.5,1394.0,Onion,0.3,Mini Truck,300.0,9528.0,625.0,303.0,10557.0
514.7,650.0,Maize,0.1,Pickup,300.0,7206.0,268.0,93.0,8003.0
203.1,6797.0,Soybean,0.1,Heavy Truck,300.0,4468.0,1104.0,37.0,6197.0
88.2,4085.0,Wheat,0.05,Heavy Truck,300.0,1940.0,288.0,8.0,2474.0
420.5,921.0,Wheat,0.05,Pickup,300.0,5887.0,310.0,38.0,6789.0
58.7,1739.0,Maize,0.1,Mini Truck,300.0,998.0,82.0,11.0,1377.0
222.2,2936.0,Soybean,0.1,Mini Truck,300.0,3777.0,522.0,40.0,4635.0
433.6,2781.0,Brinjal,0.75,Mini Truck,300.0,7371.0,965.0,585.0,9307.0
531.1,2426.0,Green Chilli,0.7,Mini Truck,300.0,9029.0,1031.0,669.0,10762.0
429.8,5203.0,Maize,0.1,Heavy Truck,300.0,9456.0,1789.0,77.0,11236.0
98.9,2607.0,Carrot,0.5,Mini Truck,300.0,1681.0,206.0,89.0,2333.0
51.6,4982.0,Cabbage,0.6,Heavy Truck,300.0,1135.0,206.0,56.0,1712.0
461.1,2004.0,Cauliflower,0.8,Mini Truck,300.0,7839.0,739.0,664.0,9946.0
239.7,2794.0,Wheat,0.05,Mini Truck,300.0,4075.0,536.0,22.0,4960.0
638.5,4225.0,Tomato,0.85,Heavy Truck,300.0,14047.0,2158.0,977.0,16831.0
77.8,6934.0,Groundnut,0.1,Heavy Truck,300.0,1712.0,432.0,14.0,2520.0
286.9,2500.0,Soybean,0.1,Mini Truck,300.0,4877.0,574.0,52.0,6050.0
143.3,2612.0,Cauliflower,0.8,Mini Truck,300.0,2436.0,299.0,206.0,3199.0
103.2,6935.0,Carrot,0.5,Heavy Truck,300.0,2270.0,573.0,93.0,3292.0
65.3,1177.0,Brinjal,0.75,Pickup,300.0,914.0,61.0,88.0,1326.0
428.2,2895.0,Tomato,0.85,Mini Truck,300.0,7279.0,992.0,655.0,9072.0
569.3,3387.0,Soybean,0.1,Mini Truck,300.0,9678.0,1543.0,102.0,11203.0
198.2,6993.0,Maize,0.1,Heavy Truck,300.0,4360.0,1109.0,36.0,5716.0
546.9,135.0,Cotton,0.05,Pickup,300.0,7657.0,59.0,49.0,8017.0
424.9,6731.0,Cotton,0.05,Heavy Truck,300.0,9348.0,2288.0,38.0,11689.0
35.9,4933.0,Carrot,0.5,Heavy Truck,300.0,790.0,142.0,32.0,1302.0
75.7,136.0,Soybean,0.1,Pickup,300.0,1060.0,8.0,14.0,1448.0
273.6,3836.0,Tomato,0.85,Heavy Truck,300.0,6019.0,840.0,419.0,7733.0
642.5,5649.0,Onion,0.3,Heavy Truck,300.0,14135.0,2904.0,347.0,17751.0
353.2,153.0,Brinjal,0.75,Pickup,300.0,4945.0,43.0,477.0,5622.0
331.0,868.0,Green Chilli,0.7,Pickup,300.0,4634.0,230.0,417.0,5795.0
432.1,1066.0,Potato,0.2,Pickup,300.0,6049.0,368.0,156.0,6940.0
125.8,3937.0,Wheat,0.05,Heavy Truck,300.0,2768.0,396.0,11.0,3340.0
187.7,2355.0,Potato,0.2,Mini Truck,300.0,3191.0,354.0,68.0,3941.0
239.1,4281.0,Cabbage,0.6,Heavy Truck,300.0,5260.0,819.0,258.0,6549.0
10.8,737.0,Groundnut,0.1,Pickup,300.0,151.0,6.0,2.0,472.0
181.5,4277.0,Onion,0.3,Heavy Truck,300.0,3993.0,621.0,98.0,4914.0
579.5,802.0,Onion,0.3,Pickup,300.0,8113.0,372.0,313.0,9500.0
232.1,305.0,Cotton,0.05,Pickup,300.0,3249.0,57.0,21.0,3791.0
211.2,2299.0,Sugarcane,0.4,Mini Truck,300.0,3590.0,388.0,152.0,4630.0
603.7,1237.0,Soybean,0.1,Mini Truck,300.0,10263.0,597.0,109.0,11356.0
94.0,5797.0,Sugarcane,0.4,Heavy Truck,300.0,2068.0,436.0,68.0,2997.0
195.1,4513.0,Maize,0.1,Heavy Truck,300.0,4292.0,704.0,35.0,5437.0
622.2,3940.0,Tomato,0.85,Heavy Truck,300.0,13688.0,1961.0,952.0,17136.0
307.2,1758.0,Potato,0.2,Mini Truck,300.0,5222.0,432.0,111.0,6328.0
21.0,602.0,Maize,0.1,Pickup,300.0,294.0,10.0,4.0,600.0
408.1,6379.0,Groundnut,0.1,Heavy Truck,300.0,8978.0,2083.0,73.0,11948.0
165.3,633.0,Green Chilli,0.7,Pickup,300.0,2314.0,84.0,208.0,3018.0
90.8,5359.0,Sugarcane,0.4,Heavy Truck,300.0,1998.0,389.0,65.0,2867.0
605.1,1912.0,Carrot,0.5,Mini Truck,300.0,10287.0,926.0,545.0,12178.0
521.9,2086.0,Maize,0.1,Mini Truck,300.0,8872.0,871.0,94.0,10305.0
362.4,1309.0,Soybean,0.1,Mini Truck,300.0,6161.0,380.0,65.0,6946.0
365.5,4311.0,Tomato,0.85,Heavy Truck,300.0,8041.0,1261.0,559.0,10107.0
493.8,3534.0,Maize,0.1,Heavy Truck,300.0,10864.0,1396.0,89.0,12779.0
464.6,272.0,Rice,0.05,Pickup,300.0,6504.0,101.0,42.0,6960.0
384.5,896.0,Potato,0.2,Pickup,300.0,5383.0,276.0,138.0,5907.0
537.3,4382.0,Maize,0.1,Heavy Truck,300.0,11821.0,1884.0,97.0,14449.0
170.4,6432.0,Rice,0.05,Heavy Truck,300.0,3749.0,877.0,15.0,5109.0
267.6,4072.0,Green Chilli,0.7,Heavy Truck,300.0,5887.0,872.0,337.0,7642.0
363.6,6709.0,Maize,0.1,Heavy Truck,300.0,7999.0,1952.0,65.0,10361.0
248.1,4048.0,Groundnut,0.1,Heavy Truck,300.0,5458.0,803.0,45.0,6799.0
358.6,2020.0,Cabbage,0.6,Mini Truck,300.0,6096.0,579.0,387.0,7661.0
10.4,2992.0,Brinjal,0.75,Mini Truck,300.0,177.0,25.0,14.0,521.0
41.3,2156.0,Maize,0.1,Mini Truck,300.0,702.0,71.0,7.0,1052.0
399.0,3848.0,Tomato,0.85,Heavy Truck,300.0,8778.0,1228.0,610.0,10851.0
475.8,2781.0,Brinjal,0.75,Mini Truck,300.0,8089.0,1059.0,642.0,10103.0
159.5,5317.0,Green Chilli,0.7,Heavy Truck,300.0,3509.0,678.0,201.0,4688.0
37.7,2854.0,Potato,0.2,Mini Truck,300.0,641.0,86.0,14.0,1041.0
69.7,1636.0,Soybean,0.1,Mini Truck,300.0,1185.0,91.0,13.0,1605.0
201.3,6303.0,Tomato,0.85,Heavy Truck,300.0,4429.0,1015.0,308.0,5886.0
150.8,241.0,Wheat,0.05,Pickup,300.0,2111.0,29.0,14.0,2399.0
472.6,4350.0,Potato,0.2,Heavy Truck,300.0,10397.0,1645.0,170.0,12732.0
553.3,2141.0,Wheat,0.05,Mini Truck,300.0,9406.0,948.0,50.0,10718.0
545.9,6032.0,Potato,0.2,Heavy Truck,300.0,12010.0,2634.0,197.0,14975.0
570.9,163.0,Wheat,0.05,Pickup,300.0,7993.0,74.0,51.0,8593.0
163.8,1072.0,Wheat,0.05,Pickup,300.0,2293.0,140.0,15.0,2682.0
202.9,133.0,Tomato,0.85,Pickup,300.0,2841.0,22.0,310.0,3419.0
300.8,970.0,Onion,0.3,Pickup,300.0,4211.0,233.0,162.0,5029.0
228.9,6602.0,Brinjal,0.75,Heavy Truck,300.0,5036.0,1209.0,309.0,6950.0
219.7,2432.0,Carrot,0.5,Mini Truck,300.0,3735.0,427.0,198.0,4592.0
622.3,6504.0,Brinjal,0.75,Heavy Truck,300.0,13691.0,3238.0,840.0,17629.0
329.4,5682.0,Tomato,0.85,Heavy Truck,300.0,7247.0,1497.0,504.0,9306.0
115.3,3220.0,Rice,0.05,Mini Truck,300.0,1960.0,297.0,10.0,2695.0
146.3,4634.0,Cabbage,0.6,Heavy Truck,300.0,3219.0,542.0,158.0,4352.0
442.4,2109.0,Potato,0.2,Mini Truck,300.0,7521.0,746.0,159.0,9109.0
552.9,2323.0,Cauliflower,0.8,Mini Truck,300.0,9399.0,1028.0,796.0,12018.0
99.2,2769.0,Tomato,0.85,Mini Truck,300.0,1686.0,220.0,152.0,2323.0
593.5,1065.0,Brinjal,0.75,Pickup,300.0,8309.0,506.0,801.0,9869.0
589.1,4862.0,Cabbage,0.6,Heavy Truck,300.0,12960.0,2291.0,636.0,15672.0
111.1,3449.0,Potato,0.2,Mini Truck,300.0,1889.0,307.0,40.0,2571.0
540.7,282.0,Onion,0.3,Pickup,300.0,7570.0,122.0,292.0,8256.0
356.6,5407.0,Maize,0.1,Heavy Truck,300.0,7845.0,1543.0,64.0,9466.0
448.1,4173.0,Maize,0.1,Heavy Truck,300.0,9858.0,1496.0,81.0,11694.0
396.6,3376.0,Cotton,0.05,Mini Truck,300.0,6742.0,1071.0,36.0,7827.0
151.6,971.0,Green Chilli,0.7,Pickup,300.0,2122.0,118.0,191.0,2807.0
631.6,936.0,Rice,0.05,Pickup,300.0,8842.0,473.0,57.0,9796.0
330.1,2184.0,Sugarcane,0.4,Mini Truck,300.0,5612.0,577.0,238.0,7025.0
239.3,1376.0,Tomato,0.85,Mini Truck,300.0,4068.0,263.0,366.0,4986.0
439.7,436.0,Cabbage,0.6,Pickup,300.0,6156.0,153.0,475.0,6953.0
165.9,2678.0,Rice,0.05,Mini Truck,300.0,2820.0,355.0,15.0,3505.0
321.8,4266.0,Tomato,0.85,Heavy Truck,300.0,7080.0,1098.0,492.0,8658.0
23.9,4990.0,Soybean,0.1,Heavy Truck,300.0,526.0,95.0,4.0,917.0
73.6,1109.0,Cotton,0.05,Pickup,300.0,1030.0,65.0,7.0,1389.0
467.9,4771.0,Groundnut,0.1,Heavy Truck,300.0,10294.0,1786.0,84.0,12518.0
339.0,2642.0,Cabbage,0.6,Mini Truck,300.0,5763.0,717.0,366.0,7059.0
475.3,4098.0,Cabbage,0.6,Heavy Truck,300.0,10457.0,1558.0,513.0,13252.0
101.3,103.0,Sugarcane,0.4,Pickup,300.0,1418.0,8.0,73.0,1854.0
475.3,6844.0,Potato,0.2,Heavy Truck,300.0,10457.0,2602.0,171.0,13894.0
63.0,2757.0,Soybean,0.1,Mini Truck,300.0,1071.0,139.0,11.0,1525.0
596.3,3788.0,Onion,0.3,Heavy Truck,300.0,13119.0,1807.0,322.0,15324.0
251.2,3144.0,Wheat,0.05,Mini Truck,300.0,4270.0,632.0,23.0,5410.0
294.1,5498.0,Onion,0.3,Heavy Truck,300.0,6470.0,1294.0,159.0,8349.0
614.8,2534.0,Soybean,0.1,Mini Truck,300.0,10452.0,1246.0,111.0,12294.0
594.0,6448.0,Soybean,0.1,Heavy Truck,300.0,13068.0,3064.0,107.0,16549.0
329.3,6787.0,Groundnut,0.1,Heavy Truck,300.0,7245.0,1788.0,59.0,9378.0
47.4,1320.0,Carrot,0.5,Mini Truck,300.0,806.0,50.0,43.0,1220.0
496.2,562.0,Tomato,0.85,Pickup,300.0,6947.0,223.0,759.0,8480.0
112.5,697.0,Groundnut,0.1,Pickup,300.0,1575.0,63.0,20.0,1994.0
315.1,479.0,Soybean,0.1,Pickup,300.0,4411.0,121.0,57.0,4726.0
471.7,513.0,Potato,0.2,Pickup,300.0,6604.0,194.0,170.0,7137.0
442.1,2796.0,Soybean,0.1,Mini Truck,300.0,7516.0,989.0,80.0,8966.0
603.5,266.0,Soybean,0.1,Pickup,300.0,8449.0,128.0,109.0,9295.0
414.9,1511.0,Rice,0.05,Mini Truck,300.0,7053.0,502.0,37.0,7673.0
137.0,3455.0,Cauliflower,0.8,Mini Truck,300.0,2329.0,379.0,197.0,3179.0
109.4,6096.0,Brinjal,0.75,Heavy Truck,300.0,2407.0,534.0,148.0,3502.0
340.8,2063.0,Cauliflower,0.8,Mini Truck,300.0,5794.0,562.0,491.0,7097.0
151.2,3536.0,Onion,0.3,Heavy Truck,300.0,3326.0,428.0,82.0,4077.0
107.4,2250.0,Tomato,0.85,Mini Truck,300.0,1826.0,193.0,164.0,2393.0
610.9,1789.0,Cotton,0.05,Mini Truck,300.0,10385.0,874.0,55.0,11502.0
591.3,4032.0,Cauliflower,0.8,Heavy Truck,300.0,13009.0,1907.0,851.0,16241.0
456.0,6129.0,Groundnut,0.1,Heavy Truck,300.0,10032.0,2236.0,82.0,12938.0
142.6,1892.0,Green Chilli,0.7,Mini Truck,300.0,2424.0,216.0,180.0,3163.0
410.9,5975.0,Brinjal,0.75,Heavy Truck,300.0,9040.0,1964.0,555.0,12038.0
91.2,3403.0,Cauliflower,0.8,Mini Truck,300.0,1550.0,248.0,131.0,2284.0
76.1,4648.0,Rice,0.05,Heavy Truck,300.0,1674.0,283.0,7.0,2337.0
328.0,2463.0,Onion,0.3,Mini Truck,300.0,5576.0,646.0,177.0,6963.0
228.1,1551.0,Cauliflower,0.8,Mini Truck,300.0,3878.0,283.0,328.0,4658.0
70.3,5475.0,Soybean,0.1,Heavy Truck,300.0,1547.0,308.0,13.0,2250.0
531.3,5646.0,Potato,0.2,Heavy Truck,300.0,11689.0,2400.0,191.0,14915.0
261.5,1370.0,Carrot,0.5,Mini Truck,300.0,4446.0,287.0,235.0,5467.0
571.2,6113.0,Green Chilli,0.7,Heavy Truck,300.0,12566.0,2793.0,720.0,15818.0
102.5,1363.0,Wheat,0.05,Mini Truck,300.0,1742.0,112.0,9.0,2138.0
231.1,6739.0,Maize,0.1,Heavy Truck,300.0,5084.0,1246.0,42.0,6554.0
618.1,2621.0,Brinjal,0.75,Mini Truck,300.0,10508.0,1296.0,834.0,12786.0
490.9,4334.0,Brinjal,0.75,Heavy Truck,300.0,10800.0,1702.0,663.0,13241.0
292.4,2125.0,Brinjal,0.75,Mini Truck,300.0,4971.0,497.0,395.0,6005.0
188.4,5635.0,Wheat,0.05,Heavy Truck,300.0,4145.0,849.0,17.0,5437.0
541.5,250.0,Brinjal,0.75,Pickup,300.0,7581.0,108.0,731.0,8862.0
211.5,6714.0,Cabbage,0.6,Heavy Truck,300.0,4653.0,1136.0,228.0,6138.0
373.2,2356.0,Cauliflower,0.8,Mini Truck,300.0,6344.0,703.0,537.0,8229.0
559.6,1087.0,Soybean,0.1,Pickup,300.0,7834.0,487.0,101.0,8415.0
279.9,972.0,Carrot,0.5,Pickup,300.0,3919.0,218.0,252.0,4870.0
465.0,1337.0,Rice,0.05,Mini Truck,300.0,7905.0,497.0,42.0,8977.0
459.4,4336.0,Cabbage,0.6,Heavy Truck,300.0,10107.0,1594.0,496.0,12871.0
174.7,6154.0,Cotton,0.05,Heavy Truck,300.0,3843.0,860.0,16.0,4881.0
93.8,861.0,Brinjal,0.75,Pickup,300.0,1313.0,65.0,127.0,1873.0
430.3,6317.0,Potato,0.2,Heavy Truck,300.0,9467.0,2175.0,155.0,11773.0
135.4,6262.0,Carrot,0.5,Heavy Truck,300.0,2979.0,678.0,122.0,4118.0
558.5,6551.0,Groundnut,0.1,Heavy Truck,300.0,12287.0,2927.0,101.0,15929.0
457.4,2079.0,Green Chilli,0.7,Mini Truck,300.0,7776.0,761.0,576.0,9860.0
472.7,3299.0,Maize,0.1,Mini Truck,300.0,8036.0,1248.0,85.0,9401.0
84.4,3686.0,Groundnut,0.1,Heavy Truck,300.0,1857.0,249.0,15.0,2467.0
303.7,1505.0,Soybean,0.1,Mini Truck,300.0,5163.0,366.0,55.0,5971.0
95.7,2119.0,Cauliflower,0.8,Mini Truck,300.0,1627.0,162.0,138.0,2274.0
616.0,6897.0,Potato,0.2,Heavy Truck,300.0,13552.0,3399.0,222.0,17991.0
133.6,4551.0,Maize,0.1,Heavy Truck,300.0,2939.0,486.0,24.0,3652.0
45.9,4015.0,Groundnut,0.1,Heavy Truck,300.0,1010.0,147.0,8.0,1442.0
51.0,6465.0,Carrot,0.5,Heavy Truck,300.0,1122.0,264.0,46.0,1725.0
477.1,181.0,Rice,0.05,Pickup,300.0,6679.0,69.0,43.0,7068.0
150.6,1070.0,Cotton,0.05,Pickup,300.0,2108.0,129.0,14.0,2629.0
527.1,3042.0,Tomato,0.85,Mini Truck,300.0,8961.0,1283.0,806.0,11011.0
642.6,6195.0,Cotton,0.05,Heavy Truck,300.0,14137.0,3185.0,58.0,17214.0
535.9,5903.0,Maize,0.1,Heavy Truck,300.0,11790.0,2531.0,96.0,15305.0
442.6,2116.0,Maize,0.1,Mini Truck,300.0,7524.0,749.0,80.0,8516.0
258.1,1847.0,Cotton,0.05,Mini Truck,300.0,4388.0,381.0,23.0,5138.0
140.9,5294.0,Brinjal,0.75,Heavy Truck,300.0,3100.0,597.0,190.0,4339.0
442.4,2729.0,Sugarcane,0.4,Mini Truck,300.0,7521.0,966.0,319.0,9158.0
610.6,4870.0,Cabbage,0.6,Heavy Truck,300.0,13433.0,2379.0,659.0,16713.0
473.2,4503.0,Groundnut,0.1,Heavy Truck,300.0,10410.0,1705.0,85.0,12233.0
15.6,2415.0,Soybean,0.1,Mini Truck,300.0,265.0,30.0,3.0,588.0
597.1,6246.0,Maize,0.1,Heavy Truck,300.0,13136.0,2984.0,107.0,17229.0
95.2,3980.0,Green Chilli,0.7,Heavy Truck,300.0,2094.0,303.0,120.0,2937.0
189.2,5035.0,Tomato,0.85,Heavy Truck,300.0,4162.0,762.0,289.0,5350.0
130.2,1905.0,Green Chilli,0.7,Mini Truck,300.0,2213.0,198.0,164.0,2958.0
69.9,3991.0,Rice,0.05,Heavy Truck,300.0,1538.0,223.0,6.0,2054.0
537.9,6787.0,Cotton,0.05,Heavy Truck,300.0,11834.0,2921.0,48.0,14500.0
79.3,2389.0,Brinjal,0.75,Mini Truck,300.0,1348.0,152.0,107.0,1849.0
230.8,6307.0,Groundnut,0.1,Heavy Truck,300.0,5078.0,1165.0,42.0,6730.0
463.4,514.0,Maize,0.1,Pickup,300.0,6488.0,191.0,83.0,6810.0
619.1,5163.0,Cabbage,0.6,Heavy Truck,300.0,13620.0,2557.0,669.0,17446.0
476.1,346.0,Wheat,0.05,Pickup,300.0,6665.0,132.0,43.0,7264.0
49.2,524.0,Rice,0.05,Pickup,300.0,689.0,21.0,4.0,979.0
269.6,6266.0,Green Chilli,0.7,Heavy Truck,300.0,5931.0,1351.0,340.0,7660.0
146.7,2378.0,Cauliflower,0.8,Mini Truck,300.0,2494.0,279.0,211.0,3340.0
75.9,3654.0,Rice,0.05,Heavy Truck,300.0,1670.0,222.0,7.0,2205.0
303.2,2531.0,Tomato,0.85,Mini Truck,300.0,5154.0,614.0,464.0,6387.0
409.7,183.0,Maize,0.1,Pickup,300.0,5736.0,60.0,74.0,6147.0
606.1,2732.0,Carrot,0.5,Mini Truck,300.0,10304.0,1325.0,545.0,12098.0
548.1,3211.0,Wheat,0.05,Mini Truck,300.0,9318.0,1408.0,49.0,10668.0
625.7,4297.0,Potato,0.2,Heavy Truck,300.0,13765.0,2151.0,225.0,17099.0
515.8,4634.0,Brinjal,0.75,Heavy Truck,300.0,11348.0,1912.0,696.0,14837.0
347.4,3955.0,Groundnut,0.1,Heavy Truck,300.0,7643.0,1099.0,63.0,8908.0
459.1,3108.0,Onion,0.3,Mini Truck,300.0,7805.0,1142.0,248.0,9427.0
603.8,3028.0,Sugarcane,0.4,Mini Truck,300.0,10265.0,1463.0,435.0,12544.0
280.3,688.0,Cabbage,0.6,Pickup,300.0,3924.0,154.0,303.0,4692.0
542.2,3126.0,Cabbage,0.6,Mini Truck,300.0,9217.0,1356.0,586.0,11759.0
343.6,4682.0,Potato,0.2,Heavy Truck,300.0,7559.0,1287.0,124.0,9244.0
315.0,388.0,Green Chilli,0.7,Pickup,300.0,4410.0,98.0,397.0,5402.0
223.0,6855.0,Rice,0.05,Heavy Truck,300.0,4906.0,1223.0,20.0,6409.0
173.6,4541.0,Onion,0.3,Heavy Truck,300.0,3819.0,631.0,94.0,4906.0
280.1,3134.0,Potato,0.2,Mini Truck,300.0,4762.0,702.0,101.0,5918.0
168.0,6668.0,Rice,0.05,Heavy Truck,300.0,3696.0,896.0,15.0,4967.0
389.7,5351.0,Potato,0.2,Heavy Truck,300.0,8573.0,1668.0,140.0,10526.0
258.3,4650.0,Onion,0.3,Heavy Truck,300.0,5683.0,961.0,139.0,7098.0
507.1,3426.0,Cauliflower,0.8,Mini Truck,300.0,8621.0,1390.0,730.0,10642.0
446.0,3822.0,Wheat,0.05,Heavy Truck,300.0,9812.0,1364.0,40.0,12018.0
283.8,3446.0,Cotton,0.05,Mini Truck,300.0,4825.0,782.0,26.0,5806.0
531.5,5457.0,Tomato,0.85,Heavy Truck,300.0,11693.0,2320.0,813.0,14728.0
339.9,1511.0,Maize,0.1,Mini Truck,300.0,5778.0,411.0,61.0,6775.0
124.4,5302.0,Brinjal,0.75,Heavy Truck,300.0,2737.0,528.0,168.0,3782.0
529.1,1632.0,Green Chilli,0.7,Mini Truck,300.0,8995.0,691.0,667.0,10293.0
247.4,5197.0,Tomato,0.85,Heavy Truck,300.0,5443.0,1029.0,379.0,6970.0
90.5,3673.0,Wheat,0.05,Heavy Truck,300.0,1991.0,266.0,8.0,2561.0
629.7,130.0,Cauliflower,0.8,Pickup,300.0,8816.0,65.0,907.0,10109.0
131.9,6415.0,Cauliflower,0.8,Heavy Truck,300.0,2902.0,677.0,190.0,4241.0
601.3,963.0,Groundnut,0.1,Pickup,300.0,8418.0,463.0,108.0,9622.0
418.9,5382.0,Rice,0.05,Heavy Truck,300.0,9216.0,1804.0,38.0,11471.0
467.6,1252.0,Carrot,0.5,Mini Truck,300.0,7949.0,468.0,421.0,9425.0
310.3,6447.0,Sugarcane,0.4,Heavy Truck,300.0,6827.0,1600.0,223.0,8686.0
572.4,3559.0,Potato,0.2,Heavy Truck,300.0,12593.0,1630.0,206.0,14562.0
453.7,3417.0,Cauliflower,0.8,Mini Truck,300.0,7713.0,1240.0,653.0,10332.0
137.0,5484.0,Tomato,0.85,Heavy Truck,300.0,3014.0,601.0,210.0,3963.0
590.7,1110.0,Tomato,0.85,Pickup,300.0,8270.0,525.0,904.0,10343.0
468.4,2023.0,Rice,0.05,Mini Truck,300.0,7963.0,758.0,42.0,8941.0
195.8,1595.0,Soybean,0.1,Mini Truck,300.0,3329.0,250.0,35.0,4097.0
233.2,4645.0,Cotton,0.05,Heavy Truck,300.0,5130.0,867.0,21.0,6532.0
433.8,6900.0,Onion,0.3,Heavy Truck,300.0,9544.0,2395.0,234.0,12824.0
543.9,5508.0,Maize,0.1,Heavy Truck,300.0,11966.0,2397.0,98.0,14737.0
87.0,4099.0,Soybean,0.1,Heavy Truck,300.0,1914.0,285.0,16.0,2522.0
250.8,4997.0,Brinjal,0.75,Heavy Truck,300.0,5518.0,1003.0,339.0,7098.0
265.2,5411.0,Brinjal,0.75,Heavy Truck,300.0,5834.0,1148.0,358.0,7538.0
398.6,5092.0,Brinjal,0.75,Heavy Truck,300.0,8769.0,1624.0,538.0,11311.0
160.1,2084.0,Wheat,0.05,Mini Truck,300.0,2722.0,267.0,14.0,3176.0
403.6,2630.0,Potato,0.2,Mini Truck,300.0,6861.0,849.0,145.0,8517.0
547.4,6620.0,Soybean,0.1,Heavy Truck,300.0,12043.0,2899.0,99.0,15251.0
466.1,1454.0,Carrot,0.5,Mini Truck,300.0,7924.0,542.0,419.0,9334.0
622.6,1358.0,Cotton,0.05,Mini Truck,300.0,10584.0,676.0,56.0,11244.0
58.6,1883.0,Cabbage,0.6,Mini Truck,300.0,996.0,88.0,63.0,1482.0
303.5,2597.0,Wheat,0.05,Mini Truck,300.0,5160.0,631.0,27.0,6136.0
165.7,445.0,Onion,0.3,Pickup,300.0,2320.0,59.0,89.0,2741.0
514.7,4149.0,Onion,0.3,Heavy Truck,300.0,11323.0,1708.0,278.0,14177.0
220.4,5242.0,Onion,0.3,Heavy Truck,300.0,4849.0,924.0,119.0,5969.0
264.1,5819.0,Potato,0.2,Heavy Truck,300.0,5810.0,1229.0,95.0,7418.0
29.7,326.0,Brinjal,0.75,Pickup,300.0,416.0,8.0,40.0,757.0
376.0,1542.0,Wheat,0.05,Mini Truck,300.0,6392.0,464.0,34.0,7449.0
592.2,4225.0,Cotton,0.05,Heavy Truck,300.0,13028.0,2002.0,53.0,15538.0
556.5,1623.0,Wheat,0.05,Mini Truck,300.0,9460.0,723.0,50.0,10593.0
466.8,2571.0,Maize,0.1,Mini Truck,300.0,7936.0,960.0,84.0,8983.0
129.6,2057.0,Brinjal,0.75,Mini Truck,300.0,2203.0,213.0,175.0,2899.0
68.4,1840.0,Rice,0.05,Mini Truck,300.0,1163.0,101.0,6.0,1644.0
465.0,6476.0,Soybean,0.1,Heavy Truck,300.0,10230.0,2409.0,84.0,12956.0
191.5,5839.0,Sugarcane,0.4,Heavy Truck,300.0,4213.0,895.0,138.0,5401.0
571.0,732.0,Carrot,0.5,Pickup,300.0,7994.0,334.0,514.0,9347.0
533.1,2913.0,Green Chilli,0.7,Mini Truck,300.0,9063.0,1242.0,672.0,10974.0
341.8,2242.0,Cauliflower,0.8,Mini Truck,300.0,5811.0,613.0,492.0,7144.0
559.3,4186.0,Potato,0.2,Heavy Truck,300.0,12305.0,1873.0,201.0,15398.0
328.8,987.0,Tomato,0.85,Pickup,300.0,4603.0,260.0,503.0,5459.0
